Ques Num,Question/Request,Response,Maturity,Additional Information,AUP Reference,ISO 27002:2013 Relevance,,SIG Tab
D.11.4,Application segmentation (unique application instances)?,Yes,,,,9.4.1 ,Information access restriction,Asset and Information Management
D.11.5,"Application segmentation (e.g., application ID, metadata tagging)?",Yes,,,,9.4.1 ,Information access restriction,Asset and Information Management
D.11.6,Other (please specify)?,N/A,,,,9.4.1 ,Information access restriction,Asset and Information Management
D.11.7,"Does the ability exist to legally demonstrate sufficient data segmentation, in the event of a client subpoena or a forensics incident, so as not to impact other clients data if using resource pooling? If yes, is there:",Yes,,,V.1 Service and Deployment Models,16.1.1 16.1.7,"Responsibilities and Procedures,
Collection of Evidence.",Asset and Information Management
D.11.7.1,Documentation approved by legal counsel explaining the capability and procedure that can be shared with the client?,No,,,,,,Asset and Information Management
D.12,"Are there legal data ownership agreements with clients? If yes, do they include:",Yes,5,Please refer to your Master Client License Agreement.,P.6 Management of Client Scoped Privacy Data,18.1.2 18.2.3,"Intellectual Property Rights,
Protection of Records",Asset and Information Management
D.12.1,Who owns the data?,Yes,,,P.6 Management of Client Scoped Privacy Data,18.1.2 18.2.3,"Intellectual Property Rights,
Protection of Records",Asset and Information Management
D.12.2,What rights (if any) the provider has to the client's complete data?,Yes,,,P.6 Management of Client Scoped Privacy Data,18.1.2 18.2.3,"Intellectual Property Rights,
Protection of Records",Asset and Information Management
D.12.3,What rights (if any) the provider has to the client's aggregate/sanitized data?,Yes,,,P.6 Management of Client Scoped Privacy Data,18.1.2 18.2.3,"Intellectual Property Rights,
Protection of Records",Asset and Information Management
D.12.4,Legal counsel (in-house or external) approval?,Yes,,,,,,Asset and Information Management
D.13,Are there documented procedures for availability of access to PHI data or designated record set maintained by the Assessee?,N/A,,FactSet should not be receiving PHI (Protected Health Information) data.  In general access to client data is role based.,P.6 Management of Client Scoped Privacy Data,8.2.3 ,Handling of assets,Asset and Information Management
D.14,Is there a data classification retention program that identifies the data types that require additional management and governance?,Yes,5,FactSet treats client proprietary data as the most sensitive data class on our production systems.,P.1 Scoped Privacy Data Inventory and Flows,8.2,Information Classification,Asset and Information Management
D.15,"Is there a self-service portal or API call available to clients which provides the ability to place a ""Legal hold"" on client data which may be subject to a legal action, without impacting other clients data retention or destruction schedules?",No,,All client data is treated as highly confidential.  Policies surrounding the handling of that data are enforced in the systems interacting with and processing that data.,P.6 Management of Client Scoped Privacy Data,16.1.1 16.1.7 18.1.2 18.1.3,"Responsibilities and Procedures,
Collection of Evidence,
Intellectual Property Rights,
Protection of records",Asset and Information Management
E.1,"Is there a Human Resource policy approved by management, communicated to constituents and an owner to maintain and review? If yes, does it include:",Yes,4,,,,,Human Resource Security
E.1.1,Security roles and responsibilities?,Yes,,"Employee responsibilities regarding information security are covered in our Code of Conduct and Data Governance policies, signed by all employees.",C.1 Security Organization Roles/Responsibilities,6.1.1,Information security roles and responsibilities,Human Resource Security
E.1.2,"Background screening? If yes, does it include:",Yes,,"Background checks are currently in place for new hires based in all of our large international offices, including the US, UK, India, and Manila.  Background checks include civil and criminal record checks, professional and academic background confirmations, motor vehicle record checks and credential and social security number verifications.  Employees in France are required to present labor certificates and documentation confirming academic certifications. A background check for our smaller international offices is in the process of being implemented.  In those locations FactSet collaborates with the respective government agencies and performs reference checks in addition to passport confirmations.",E.2 Background Investigation Policy Content,7.1.1,Screening,Human Resource Security
E.1.2.1,Criminal?,Yes,,See E.1.2,E.2 Background Investigation Policy Content,7.1.1.e ,Screening,Human Resource Security
E.1.2.2,Credit?,No,,See E.1.2,E.2 Background Investigation Policy Content,7.1.1.e ,Screening,Human Resource Security
E.1.2.3,Academic?,Yes,,See E.1.2,E.2 Background Investigation Policy Content,7.1.1.e ,Screening,Human Resource Security
E.1.2.4,Reference?,Yes,,See E.1.2,E.2 Background Investigation Policy Content,7.1.1.e ,Screening,Human Resource Security
E.1.2.5,Resume or curriculum vitae?,Yes,,See E.1.2,E.2 Background Investigation Policy Content,7.1.1.e ,Screening,Human Resource Security
E.1.2.6,Drug Screening?,No,,See E.1.2,E.2 Background Investigation Policy Content,,,Human Resource Security
E.1.3,"Employment agreements? If yes, do they include:",Yes,,,E.3 - Agreements for Constituents,7.1.2,Terms and conditions of employment,Human Resource Security
E.1.3.1,Acceptable Use?,Yes,,,E.3 - Agreements for Constituents,8.1.3,Acceptable use of assets,Human Resource Security
E.1.3.2,Code of Conduct / Ethics?,Yes,,FactSet's Code of Conduct and Ethics is available at  http://investor.factset.com/files/doc_downloads/GovDoc/CodeofBusinessConductandEthics.pdf,E.3 - Agreements for Constituents,7.1.2,Terms and conditions of employment,Human Resource Security
E.1.3.3,Non-Disclosure Agreement?,Yes,,,E.3 - Agreements for Constituents,7.1.2,Terms and conditions of employment,Human Resource Security
E.1.3.4,Confidentiality Agreement?,Yes,,,E.3 - Agreements for Constituents,7.1.2,Terms and conditions of employment,Human Resource Security
E.1.4,"Security awareness training? If yes, does it include:",Yes,,"New hire and online security awareness training are conducted.  This information is also presented and trained in the Code of Conduct and Ethics, found here: http://investor.factset.com/files/doc_downloads/GovDoc/CodeofBusinessConductandEthics.pdf.  Employees are also required to review and acknowledge FactSet’s Data Governance Policy on an annual basis. ",E.1 Security Awareness Training Program,7.2.2,"Information security awareness, education, and training",Human Resource Security
E.1.4.1,"Security policies, procedures and processes?",Yes,,,E.1 Security Awareness Training Program,7.2.2,"Information security awareness, education, and training",Human Resource Security
E.1.4.2,Scored test?,Yes,,,E.1 Security Awareness Training Program,,,Human Resource Security
E.1.4.3,New Hire and annual participation?,Yes,,Training is conducted upon hire (see E.1.4).  Employees are required to review and acknowledge FactSet’s Data Governance Policy on an annual basis.,E.1 Security Awareness Training Program,7.2.2,"Information security awareness, education, and training",Human Resource Security
E.1.5,Disciplinary process for non-compliance?,Yes,,,,7.2.3,Disciplinary process,Human Resource Security
E.1.6,Termination or change of status process?,Yes,,This is handled by our internal employee management system.,E.5 Separation Procedures,7.3,Termination responsibilities,Human Resource Security
E.1.7,"Does HR notify security / access administration of constituent termination for access rights removal? If yes, is notification provided:",Yes,,,"E.5 Separation Procedures
H.2 Revoke System and Physical Access",,,Human Resource Security
E.1.7.1,Involuntary?,Yes,,,,,,Human Resource Security
E.1.7.2,Voluntary?,Yes,,,,,,Human Resource Security
E.1.7.3,Access for terminations removed within 24 hours?,Yes,,,,,,Human Resource Security
E.1.8,"Process for the return of assets (computers, cell phones, access cards, tokens, smart cards, keys, etc.)?",Yes,,,,,,Human Resource Security
E.2,"Are background checks performed for Service Provider Contractors and Subcontractors? If yes, are they performed:",N/A,,Third parties do not have access to client data.,E.2 Background Investigation Policy Content,7.1.1 7.2.1,Screening Management responsibilities,Human Resource Security
E.3,Do information security personnel have professional security certifications?,Yes,5,"Security staff certifications include: CCNA R&S, CCNP R&S, CEH, Security+, A+, CISSP, Avaya, CTP, ITIL.",,6.1.4,Contact with special interest groups,Human Resource Security
E.4,"Do Information security personnel participate in continuing education programs e.g., online training, webinars, seminars, etc.?",Yes,5,,,,,Human Resource Security
F.1,Is there a physical security program?,Yes,5,,F.2 Physical Security Controls - Scoped Data,5.1.1,Policies for information security,Physical and Environment
F.1.1,"Is there a physical security policy approved by management, communicated to constituents and an owner assigned to maintain and review? If yes, does it iclude:",Yes,,,B.1 Information Security Policy Maintenance,5.1.1,Policies for information security,Physical and Environment
F.1.1.1,Signage to identify the operations of the facility (data center)?,Yes,,,F.2 Physical Security Controls - Scoped Data,11.1.3,"Securing offices, rooms, and facilities",Physical and Environment
F.1.1.2,Other tenants using the building?,Yes,,"FactSet's space is separated from other tenants by full walls, and key cards are required to gain access to our space.  All FactSet equipment is maintained by FactSet staff onsite at each data center 24/7.  ",,,,Physical and Environment
